5.7411180857e+02	5.7411180857e+02	5.7411180857e+02	5.7411180857e+02	5.7411180857e+02	5.7411180857e+02	5.7411180857e+02	5.7411180857e+02	5.7411180857e+02	5.7411180857e+02
7.9222486289e+02	7.9222486289e+02	7.9222486289e+02	7.9222486289e+02	7.9222486289e+02	7.9222486289e+02	7.9222486289e+02	7.9222486289e+02	7.9222486289e+02	7.9222486289e+02
7.8688435176e+02	7.8688435176e+02	7.8688435176e+02	7.8688435176e+02	7.8688435176e+02	7.8688435176e+02	7.8688435176e+02	7.8688435176e+02	7.8688435176e+02	7.8688435176e+02
1.1455851656e+03	1.1455851656e+03	1.1455851656e+03	1.1455851656e+03	1.1455851656e+03	1.1455851656e+03	1.1455851656e+03	1.1455851656e+03	1.1455851656e+03	1.1455851656e+03
2.8174343292e+02	2.8174343292e+02	2.8174343292e+02	2.8174343292e+02	2.8174343292e+02	2.8174343292e+02	2.8174343292e+02	2.8174343292e+02	2.8174343292e+02	2.8174343292e+02
8.1720841492e+02	8.1720841492e+02	8.1720841492e+02	8.1720841492e+02	8.1720841492e+02	8.1720841492e+02	8.1720841492e+02	8.1720841492e+02	8.1720841492e+02	8.1720841492e+02
7.8550914890e+02	7.8550914890e+02	7.8550914890e+02	7.8550914890e+02	7.8550914890e+02	7.8550914890e+02	7.8550914890e+02	7.8550914890e+02	7.8550914890e+02	7.8550914890e+02
5.9323528174e+02	5.9323528174e+02	5.9323528174e+02	5.9323528174e+02	5.9323528174e+02	5.9323528174e+02	5.9323528174e+02	5.9323528174e+02	5.9323528174e+02	5.9323528174e+02
7.5018837533e+02	7.5018837533e+02	7.5018837533e+02	7.5018837533e+02	7.5018837533e+02	7.5018837533e+02	7.5018837533e+02	7.5018837533e+02	7.5018837533e+02	7.5018837533e+02
1.2546416927e+03	1.2546416927e+03	1.2546416927e+03	1.2546416927e+03	1.2546416927e+03	1.2546416927e+03	1.2546416927e+03	1.2546416927e+03	1.2546416927e+03	1.2546416927e+03
9.0059378861e+02	9.0059378861e+02	9.0059378861e+02	9.0059378861e+02	9.0059378861e+02	9.0059378861e+02	9.0059378861e+02	9.0059378861e+02	9.0059378861e+02	9.0059378861e+02
1.0789089267e+03	1.0789089267e+03	1.0789089267e+03	1.0789089267e+03	1.0789089267e+03	1.0789089267e+03	1.0789089267e+03	1.0789089267e+03	1.0789089267e+03	1.0789089267e+03
7.8740391951e+02	7.8740391951e+02	7.8740391951e+02	7.8740391951e+02	7.8740391951e+02	7.8740391951e+02	7.8740391951e+02	7.8740391951e+02	7.8740391951e+02	7.8740391951e+02
4.0458292212e+02	4.0458292212e+02	4.0458292212e+02	4.0458292212e+02	4.0458292212e+02	4.0458292212e+02	4.0458292212e+02	4.0458292212e+02	4.0458292212e+02	4.0458292212e+02
8.7957554483e+02	8.7957554483e+02	8.7957554483e+02	8.7957554483e+02	8.7957554483e+02	8.7957554483e+02	8.7957554483e+02	8.7957554483e+02	8.7957554483e+02	8.7957554483e+02
8.5924490249e+02	8.5924490249e+02	8.5924490249e+02	8.5924490249e+02	8.5924490249e+02	8.5924490249e+02	8.5924490249e+02	8.5924490249e+02	8.5924490249e+02	8.5924490249e+02
