1.0000000000e+00	6.3245553203e-01	1.9397794599e+15	2.0731120885e+15
0.0000000000e+00	5.8688989111e-17	6.2036574464e-01	4.5826996725e-01
0.0000000000e+00	8.1100009778e-17	3.1228436746e-01	3.6191803416e-01
0.0000000000e+00	3.5206024795e-17	2.4904084579e-01	1.9522714236e-01
0.0000000000e+00	3.2632475133e-17	2.8169748640e-01	2.6625239258e-01
0.0000000000e+00	2.2204460493e-17	0.0000000000e+00	2.2500000000e-01
0.0000000000e+00	3.2632475133e-17	2.8169748640e-01	2.6625239258e-01
0.0000000000e+00	3.5206024795e-17	2.4904084579e-01	1.9522714236e-01
0.0000000000e+00	8.1100009778e-17	3.1228436746e-01	3.6191803416e-01
0.0000000000e+00	5.8688989111e-17	6.2036574464e-01	4.5826996725e-01
