2.2605593627e-14	2.2853101977e-14	2.3489314465e-14	2.4311339812e-14	2.6160994356e-14	2.9918546493e-14	3.5606981234e-14	4.3565136245e-14	5.3445351663e-14	6.0389184111e-14
-1.9446726141e-14	-1.9632829803e-14	-2.0057161834e-14	-2.0590828264e-14	-2.1874523100e-14	-2.4568234132e-14	-2.9407835605e-14	-3.6450962882e-14	-4.6054507411e-14	-5.5688962551e-14
-1.6081225272e-14	-1.6236477128e-14	-1.6656743441e-14	-1.7280737356e-14	-1.8763940335e-14	-2.1018551850e-14	-2.4515390684e-14	-2.9482843496e-14	-3.7059297868e-14	-4.6625627069e-14
6.5987932124e-15	6.5995165569e-15	6.4314268304e-15	6.1093417458e-15	5.5577281285e-15	5.2754874206e-15	6.9437418363e-15	9.9917145663e-15	1.5109275668e-14	2.3566453705e-14
-2.0953606371e-14	-2.1137184362e-14	-2.1496908915e-14	-2.1900794657e-14	-2.2936190084e-14	-2.5512630150e-14	-3.0838276043e-14	-3.8780306494e-14	-4.9713783017e-14	-6.1200248760e-14
-5.2845579261e-14	-5.3376453011e-14	-5.4858166979e-14	-5.7058393415e-14	-6.2206552683e-14	-7.0031358083e-14	-8.1517616315e-14	-9.7611752053e-14	-1.2162734612e-13	-1.5039660502e-13
-3.4260921835e-14	-3.4665397795e-14	-3.5996492693e-14	-3.8097713870e-14	-4.2827805319e-14	-4.9058897133e-14	-5.5922680815e-14	-6.4788670189e-14	-7.8185084892e-14	-9.3651792651e-14
2.6523559310e-15	2.6339385433e-15	2.4427657240e-15	2.0793156505e-15	1.3669843162e-15	8.9581324920e-16	1.8154609890e-15	3.6394106756e-15	6.3905406090e-15	1.0462711151e-14
-2.8223307098e-14	-2.8501355418e-14	-2.9160204214e-14	-2.9996450088e-14	-3.1963874367e-14	-3.6048874744e-14	-4.3020728903e-14	-5.3056238992e-14	-6.6405338054e-14	-7.8773995318e-14
-3.9160532576e-14	-3.9546749006e-14	-4.0779230393e-14	-4.2821820003e-14	-4.7621991043e-14	-5.3280727139e-14	-6.0426827616e-14	-7.0148705776e-14	-8.7349419787e-14	-1.1415602291e-13
-8.7811157057e-15	-8.8336280785e-15	-8.9062820520e-15	-9.0067734456e-15	-9.3632736435e-15	-9.9607037206e-15	-1.1862762967e-14	-1.4894818075e-14	-2.0194482464e-14	-2.8920909168e-14
1.7368851128e-14	1.7481989542e-14	1.7626523490e-14	1.7756806393e-14	1.8249160816e-14	1.9645163241e-14	2.3734172991e-14	3.0151288176e-14	4.0051078634e-14	5.3607879395e-14
-6.0033281101e-16	-5.9535231225e-16	-6.3021026102e-16	-7.7358673917e-16	-1.1498974888e-15	-1.0155145691e-15	-5.7459976157e-16	7.5615872558e-17	-3.4238167150e-16	-4.1935867231e-15
1.5360499263e-15	1.5018924357e-15	1.3276138997e-15	1.0825029492e-15	6.6868364281e-16	-6.7512764490e-17	5.4232813626e-17	6.6889725975e-16	2.8866326931e-15	9.3064860655e-15
1.1173675638e-14	1.1251744936e-14	1.1382055796e-14	1.1539730198e-14	1.2014759324e-14	1.3011589041e-14	1.5554611963e-14	1.9487235018e-14	2.5681396549e-14	3.4384394309e-14
1.9939772506e-14	2.0106125249e-14	2.0313452614e-14	2.0365234651e-14	2.0587256858e-14	2.2896624408e-14	2.8701643385e-14	3.7554414301e-14	4.8414316340e-14	5.6625747748e-14
