1.0132500000e+05	3.2041778392e+05	8.3673512563e-11	-4.3655745685e-11
1.0132500000e+05	3.2041778392e+05	2.9103830457e-11	-5.0931703299e-11
1.0132500000e+05	3.2041778392e+05	1.4551915228e-11	0.0000000000e+00
1.0132500000e+05	3.2041778392e+05	-3.6379788071e-12	-9.4587448984e-11
1.0132500000e+05	3.2041778392e+05	7.2759576142e-11	-2.1827872843e-11
1.0132500000e+05	3.2041778392e+05	-1.0913936421e-11	-6.5483618528e-11
1.0132500000e+05	3.2041778392e+05	-4.0017766878e-11	-3.6379788071e-11
1.0132500000e+05	3.2041778392e+05	5.8207660913e-11	-5.8207660913e-11
1.0132500000e+05	3.2041778392e+05	2.9103830457e-11	-2.1827872843e-11
1.0132500000e+05	3.2041778392e+05	-8.7311491370e-11	-1.0913936421e-10
1.0132500000e+05	3.2041778392e+05	2.1827872843e-11	7.2759576142e-11
1.0132500000e+05	3.2041778392e+05	5.0931703299e-11	1.4551915228e-11
1.0132500000e+05	3.2041778392e+05	4.0017766878e-11	-2.9103830457e-11
1.0132500000e+05	3.2041778392e+05	6.1845639721e-11	-6.5483618528e-11
1.0132500000e+05	3.2041778392e+05	4.7293724492e-11	-5.0931703299e-11
1.0132500000e+05	3.2041778392e+05	7.2759576142e-12	-1.0913936421e-10
