1.500000e-01	-7.500000e-01	-7.500000e-01
1.500000e-01	-2.500000e-01	-7.500000e-01
1.500000e-01	2.500000e-01	-7.500000e-01
1.500000e-01	7.500000e-01	-7.500000e-01
1.500000e-01	-7.500000e-01	-2.500000e-01
1.500000e-01	-2.500000e-01	-2.500000e-01
1.500000e-01	2.500000e-01	-2.500000e-01
1.500000e-01	7.500000e-01	-2.500000e-01
1.500000e-01	-7.500000e-01	2.500000e-01
1.500000e-01	-2.500000e-01	2.500000e-01
1.500000e-01	2.500000e-01	2.500000e-01
1.500000e-01	7.500000e-01	2.500000e-01
1.500000e-01	-7.500000e-01	7.500000e-01
1.500000e-01	-2.500000e-01	7.500000e-01
1.500000e-01	2.500000e-01	7.500000e-01
1.500000e-01	7.500000e-01	7.500000e-01
