1.0000000000e+00	4.2785305942e-01	2.8786423920e-01	1.2876403988e-01
0.0000000000e+00	2.6648076669e-01	3.3593847512e-01	2.3723348205e-01
0.0000000000e+00	1.3758671860e-01	1.5376023252e-01	2.9619644726e-01
0.0000000000e+00	9.4364973667e-02	9.5394198745e-02	1.6877822516e-01
0.0000000000e+00	8.1305826035e-02	9.1540801718e-02	1.1013353909e-01
0.0000000000e+00	7.7632338850e-02	9.5817015088e-02	1.1901567054e-01
0.0000000000e+00	8.1305826035e-02	9.1540801718e-02	1.1013353909e-01
0.0000000000e+00	9.4364973667e-02	9.5394198745e-02	1.6877822516e-01
0.0000000000e+00	1.3758671860e-01	1.5376023252e-01	2.9619644726e-01
0.0000000000e+00	2.6648076669e-01	3.3593847512e-01	2.3723348205e-01
