4.6651095497e-17	-8.1011775705e-27	-5.5984002279e-17	-3.3487527530e-27	-8.1011775705e-27	-1.6795200676e-16	-1.1196800454e-16	3.9218002072e-27	-5.5984002279e-17	-1.1196800454e-16	-1.1196800451e-16	4.6651095493e-17	-3.3487527530e-27	3.9218002072e-27	4.6651095493e-17	1.1196800453e-16
5.0348055366e-16	-2.2841472920e-16	-2.7096257094e-16	3.2011865184e-26	-2.2841472920e-16	-5.9790914359e-16	-5.0161666024e-16	-6.7180802466e-17	-2.7096257094e-16	-5.0161666024e-16	-3.2694657283e-16	1.8101270077e-16	3.2011865184e-26	-6.7180802466e-17	1.8101270077e-16	1.6571264649e-16
1.5288684207e-15	-6.7338455110e-16	-5.0311822538e-16	-4.2562833600e-16	-6.7338455110e-16	-2.1650031735e-15	-1.7591601815e-15	-6.7180802122e-17	-5.0311822538e-16	-1.7591601815e-15	-9.4790918998e-17	3.9382686875e-16	-4.2562833600e-16	-6.7180802122e-17	3.9382686875e-16	4.9460464165e-16
3.2277272098e-15	-1.4253620288e-15	-7.8165504924e-16	-5.9271445789e-16	-1.4253620288e-15	-3.8360442506e-15	-4.0429103250e-15	-3.7353533574e-16	-7.8165504924e-16	-4.0429103250e-15	-2.8969475689e-16	7.0018140235e-16	-5.9271445789e-16	-3.7353533574e-16	7.0018140235e-16	3.2751851871e-16
4.5509000300e-15	-2.3074772474e-15	-2.5859364121e-15	-9.9372115099e-16	-2.3074772475e-15	-8.6876779543e-15	-9.1350982843e-15	-1.4962048183e-15	-2.5859364118e-15	-8.8945440208e-15	-6.9070146106e-16	1.5822966211e-15	-9.9372115100e-16	-1.4962048183e-15	1.5822966211e-15	1.2096337418e-15
7.4369926695e-15	-4.9050122601e-15	-5.0678418872e-15	-6.4734873583e-16	-4.6164546184e-15	-1.6364653415e-14	-1.5772956479e-14	-1.4962048113e-15	-7.7231916663e-15	-1.4551099746e-14	-1.2678167809e-15	2.5057843247e-15	-3.0097632249e-16	-2.0733200967e-15	1.8708542639e-15	3.4607963435e-15
1.2008289994e-14	-1.1221714071e-14	-8.7248797765e-15	-2.3177625021e-16	-9.6033244928e-15	-2.9995430904e-14	-2.0759826217e-14	-9.9751780735e-16	-1.5785297892e-14	-2.1034030470e-14	-3.0963357849e-15	5.3316772552e-15	1.1459614356e-16	-3.2791562648e-16	3.6993732285e-15	8.4476662080e-15
1.9904817185e-14	-1.5289216775e-14	-1.3390806900e-14	3.1180630296e-15	-1.7738330077e-14	-4.6985333918e-14	-2.9493255971e-14	9.1699449482e-16	-2.6793186062e-14	-3.0246645500e-14	-5.8477507533e-15	1.3228204558e-14	1.4306839577e-15	-9.2634000649e-16	8.2460612872e-15	1.6344193505e-14
3.2290317069e-14	-2.7674716974e-14	-2.0959980721e-14	8.9661288214e-15	-2.9092090888e-14	-6.6768821845e-14	-4.5320971833e-14	3.8410274276e-15	-3.6254653051e-14	-4.9169579852e-14	-1.1695816796e-14	2.2860857161e-14	-4.6160975053e-16	9.6595339126e-16	1.4954681097e-14	2.9761433077e-14
3.7491157703e-14	-3.6090541733e-14	-3.0614560618e-14	1.6890303382e-14	-4.0231249124e-14	-9.8210066876e-14	-5.9183462629e-14	7.8031138731e-15	-5.1110076168e-14	-7.4918335905e-14	-2.0111641885e-14	3.6231698049e-14	-3.4307685807e-15	7.8971958898e-15	2.3124678769e-14	3.6446852294e-14
