2.2550018942e-14	5.5211470910e-14	3.4709162919e-15	-3.0827683898e-15
-1.9393841979e-14	-4.9509797850e-14	6.5555466526e-16	1.6010183594e-15
-1.6034061409e-14	-4.0800141243e-14	4.5325121484e-16	-3.6427434707e-16
6.5767910890e-15	1.8012175405e-14	-7.1925186368e-15	2.2364635935e-16
-2.0896129822e-14	-5.3760950223e-14	2.6118555932e-15	1.8474972702e-15
-5.2694183786e-14	-1.3251105378e-13	-1.3145710280e-15	-5.4318435639e-16
-3.4162954005e-14	-8.4529263319e-14	-7.5506388472e-15	-1.4685524917e-15
2.6441300668e-15	7.5793464950e-15	-4.9164906602e-15	-5.2168167152e-16
-2.8149389668e-14	-7.0297386205e-14	-5.2037601361e-16	2.7198785675e-15
-3.9037740382e-14	-9.8331598480e-14	1.2796067903e-16	-5.2171417987e-15
-8.7513356594e-15	-2.3835097801e-14	4.2484231650e-15	-9.7653917540e-16
1.7317160884e-14	4.4785603134e-14	-6.3713807257e-15	-4.9459576869e-17
-5.9232235338e-16	-2.4035044012e-15	1.6316172200e-15	-2.3586797392e-15
1.5252039084e-15	5.5988993071e-15	-5.8822548153e-15	1.6900658555e-15
1.1139858326e-14	2.8853000182e-14	-3.5886625180e-15	2.4589247930e-16
1.9891847463e-14	5.0338811271e-14	-2.8385504261e-15	-4.5164677194e-15
