1.0000000000e+00	6.3245553203e-01	2.0124562637e+15	2.2437691425e+15
0.0000000000e+00	1.4745216449e-17	3.0608587381e-01	4.5164896518e-01
0.0000000000e+00	7.1855143557e-17	1.1560159496e-01	1.6918623961e-01
0.0000000000e+00	2.7724623052e-17	1.5430955204e-01	6.4328937932e-02
0.0000000000e+00	2.7446222572e-17	1.2149597213e-01	1.1511305889e-01
0.0000000000e+00	2.2204460493e-17	7.5000000000e-02	7.5000000000e-02
0.0000000000e+00	2.7446222572e-17	1.2149597213e-01	1.1511305889e-01
0.0000000000e+00	2.7724623052e-17	1.5430955204e-01	6.4328937932e-02
0.0000000000e+00	7.1855143557e-17	1.1560159496e-01	1.6918623961e-01
0.0000000000e+00	1.4745216449e-17	3.0608587381e-01	4.5164896518e-01
