1.0000000000e+00	4.3046475823e-01	2.5559823481e-01	1.6978625070e-01
0.0000000000e+00	2.6464141033e-01	3.2288505441e-01	2.4675687190e-01
0.0000000000e+00	1.3390736296e-01	1.8525306141e-01	2.2319399393e-01
0.0000000000e+00	9.5247544003e-02	1.1898408521e-01	1.7817158568e-01
0.0000000000e+00	8.4162353100e-02	9.6010646427e-02	1.6918099035e-01
0.0000000000e+00	8.0354112868e-02	1.0378881731e-01	1.7037887392e-01
0.0000000000e+00	8.4162353100e-02	9.6010646427e-02	1.6918099035e-01
0.0000000000e+00	9.5247544003e-02	1.1898408521e-01	1.7817158568e-01
0.0000000000e+00	1.3390736296e-01	1.8525306141e-01	2.2319399393e-01
0.0000000000e+00	2.6464141033e-01	3.2288505441e-01	2.4675687190e-01
