7.3473879909e-15	7.3859161591e-15	7.5627764879e-15	7.8388862451e-15	8.3311937323e-15	9.2843206082e-15	1.1129738496e-14	1.4067925695e-14	1.7292620259e-14	2.1044683652e-14
-6.8118780119e-15	-6.8568524895e-15	-7.1216053075e-15	-7.6021406790e-15	-8.3108408547e-15	-9.2605958048e-15	-1.0441024316e-14	-1.2475437711e-14	-1.5382113747e-14	-1.9697622360e-14
-2.2890462250e-14	-2.3372186848e-14	-2.4030374479e-14	-2.5736150505e-14	-2.9071257075e-14	-3.3692936359e-14	-4.0385739008e-14	-4.7537018906e-14	-5.3399884470e-14	-5.4312153809e-14
1.0055713165e-14	1.0149329038e-14	1.0574441373e-14	1.1398103917e-14	1.2633911912e-14	1.4183685382e-14	1.5910822068e-14	1.8690198301e-14	2.2756355046e-14	2.8683009565e-14
5.3461009403e-15	5.5174985425e-15	5.5392622546e-15	5.7651334351e-15	6.5228385443e-15	7.8394629067e-15	1.0417822817e-14	1.2760716234e-14	1.3434392748e-14	1.0215587727e-14
-3.8925803266e-14	-3.9249892443e-14	-4.0556185568e-14	-4.2998567458e-14	-4.6908690093e-14	-5.2548078449e-14	-6.0606760364e-14	-7.3109931547e-14	-8.8694622952e-14	-1.0862447767e-13
-6.7087856368e-15	-7.0669060518e-15	-7.5774076324e-15	-9.1002346975e-15	-1.1688236247e-14	-1.4135535707e-14	-1.5376308998e-14	-1.4852594959e-14	-1.4322007983e-14	-1.1165300366e-14
1.6366672550e-14	1.6324819969e-14	1.6430428890e-14	1.6248993857e-14	1.6189136819e-14	1.7571553960e-14	2.2415031401e-14	3.0743732054e-14	3.8866348620e-14	4.7789149499e-14
-3.5282040906e-14	-3.5608950451e-14	-3.6477702646e-14	-3.8085989775e-14	-4.1108469133e-14	-4.6340273914e-14	-5.5744142815e-14	-6.9284588891e-14	-8.3182719042e-14	-9.6765730750e-14
6.1740179882e-15	6.1980592859e-15	6.2605658422e-15	6.3049868150e-15	6.5027872726e-15	7.2217541816e-15	9.1381953705e-15	1.2062754144e-14	1.4732327614e-14	1.7087680516e-14
7.0024401212e-15	7.1013011565e-15	7.3062015527e-15	7.7531703602e-15	8.5699917880e-15	9.7598071357e-15	1.1554560081e-14	1.3855050313e-14	1.6180534815e-14	1.8080454396e-14
-1.2065024435e-15	-1.1714553507e-15	-1.0388341694e-15	-6.8483157627e-16	-2.4742220159e-16	-1.4752935175e-16	-1.0746751567e-15	-2.5805624128e-15	-3.3987810735e-15	-3.4245561985e-15
-1.5835624081e-14	-1.6181197137e-14	-1.6827207438e-14	-1.8419330713e-14	-2.1180062796e-14	-2.4497018445e-14	-2.8166584042e-14	-3.1930980965e-14	-3.5978879894e-14	-3.8439302841e-14
1.6339600665e-14	1.6452251139e-14	1.7039024500e-14	1.8102897738e-14	1.9722976750e-14	2.1997053865e-14	2.5071911016e-14	3.0169814061e-14	3.7006644902e-14	4.6595382576e-14
-7.5994773733e-15	-7.6246280511e-15	-7.5602201279e-15	-7.3178723271e-15	-7.2456972137e-15	-8.0613682629e-15	-1.1146366344e-14	-1.5596580396e-14	-1.8825738194e-14	-2.0206591330e-14
-2.1139524391e-15	-1.9257315225e-15	-1.5191555663e-15	-3.2839302804e-16	1.3542557319e-15	2.1829527091e-15	2.6614848252e-16	-3.7278304706e-15	-6.3919332310e-15	-8.4962598389e-15
